PUBMEDID	STUDY	DISEASE.TRAIT	ACCESSION_ID	EFO_ID	N	N_num	HAS_SUM_STATS	HARMONISED_FILE_URL
29855537	 Womens-Health-Traits_Hirata_2018 	Breast size	GCST006655	EFO_0004884	5,609 Japanese ancestry female individuals	5609	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006655/harmonised/26962152-GCST006655-EFO_0004884.h.tsv.gz
27329760	 Bipolar-Disorder_Hou_2016	Bipolar disorder	GCST003724	EFO_0000289	7,647 European ancestry cases, 27,303 European ancestry controls	34950	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003724/harmonised/27329760-GCST003724-EFO_0000289.h.tsv.gz
30067744	 Cleft-Palate_Howe_2018	Philtrum width	GCST006407	EFO_0007845	6,136 European ancestry individuals	6136	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006407/harmonised/30067744-GCST006407-EFO_0007845.h.tsv.gz
29760442	 Central-Corneal-Thickness_Iglesias_2018	Central corneal thickness	GCST006366	EFO_0005213	17,803 European ancestry individuals	17803	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006366/harmonised/29760442-GCST006366-EFO_0005213.h.tsv.gz
29760442	 Central-Corneal-Thickness_Iglesias_2018	Central corneal thickness	GCST006367	EFO_0005213	8,107 Asian ancestry individuals	8107	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006367/harmonised/29760442-GCST006367-EFO_0005213.h.tsv.gz
30012571	 Nephrotic-Syndrome_Jia_2018	Childhood steroid-sensitive nephrotic syndrome	GCST006246	EFO_0004255	224 Japanese ancestry cases, 412 Japanese ancestry controls	1571	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006246/harmonised/30012571-GCST006246-EFO_0004255.h.tsv.gz
29343764	 Vitamin-D_Jiang_2018	Vitamin D levels	GCST005367	EFO_0004631	79,366 European ancestry individuals	79366	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005367/harmonised/29343764-GCST005367-EFO_0004631.h.tsv.gz
25082827	 Ulcerative-Colitis_Julia_2014	Ulcerative colitis	GCST002548	EFO_0000729	up to 7,483 European ancestry cases, up to 21,211 European ancestry controls	28694	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST002001-GCST003000/GCST002548/harmonised/25082827-GCST002548-EFO_0000729.h.tsv.gz
29848360	 Lupus_Julia_2018	Systemic lupus erythematosus	GCST005831	EFO_0002690	4,943 European ancestry cases, 8,483 European ancestry controls	16966	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005831/harmonised/29848360-GCST005831-EFO_0002690.h.tsv.gz
27064256	 Glaucoma-Primary-Angle-Closure_Khor_2016	Glaucoma (primary angle closure)	GCST003467	EFO_1001506	5,612 East Asian ancestry cases, 12,451 East Asian ancestry controls, 337 Indian ancestry cases, 2,538 Indian ancestry controls, 576 European ancestry cases, 4,940 European ancestry controls	26454	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003467/harmonised/27064256-GCST003467-EFO_1001506.h.tsv.gz
28806749	 Cervical-Cancer_Leo_2017	Cervical cancer	GCST004833	EFO_0001061	2,866 European ancestry cases, 6,481 European ancestry controls	9347	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST004001-GCST005000/GCST004833/harmonised/28806749-GCST004833-EFO_0001061.h.tsv.gz
27618448	 Blood-Pressure_Liu_2016	Systolic blood pressure	GCST006228	EFO_0006335	120,473 European ancestry individuals, 21,503 African American individuals, 4,586 Hispanic individuals	146562	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006228/harmonised/27618448-GCST006228-EFO_0006335.h.tsv.gz
27618448	 Blood-Pressure_Liu_2016	Mean arterial pressure	GCST006231	EFO_0006340	120,473 European ancestry individuals, 21,503 African American individuals, 4,586 Hispanic individuals	146562	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006231/harmonised/27618448-GCST006231-EFO_0006340.h.tsv.gz
27618448	 Blood-Pressure_Liu_2016	Diastolic blood pressure	GCST006227	EFO_0006336	120,473 European ancestry individuals, 21,503 African American individuals, 4,586 Hispanic individuals	146562	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006227/harmonised/27618448-GCST006227-EFO_0006336.h.tsv.gz
27618448	 Blood-Pressure_Liu_2016	Pulse pressure	GCST006230	EFO_0005763	120,473 European ancestry individuals, 21,503 African American individuals, 4,586 Hispanic individuals	146562	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006230/harmonised/27618448-GCST006230-EFO_0005763.h.tsv.gz
27618448	 Blood-Pressure_Liu_2016	Hypertension	GCST006229	EFO_0000537	120,473 European ancestry individuals, 21,503 African American individuals, 4,586 Hispanic individuals	146562	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006229/harmonised/27618448-GCST006229-EFO_0000537.h.tsv.gz
22961000	 Primary-Biliary-Cirrhosis_Liu_2012	Primary biliary cirrhosis	GCST005581	EFO_1001486	2,861 British and Irish ancestry cases, 8,514 British and Irish ancestry controls	11375	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005581/harmonised/22961000-GCST005581-EFO_1001486.h.tsv.gz
29531354	 Stroke_Malik_2018	Stroke	GCST005838	EFO_0000712	40,585 European ancestry cases, 406,111 European ancestry controls, 17,369 East Asian ancestry cases, 28,195 East Asian ancestry controls, 2,437 South Asian ancestry cases, 6,707 South Asian ancestry controls, 5,541 African American cases, 15,154 African American controls, 365 Asian ancestry cases, 333 Asian ancestry controls, 865 Latin American cases, 692 Latin American controls	524354	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005838/harmonised/29531354-GCST005838-EFO_0000712.h.tsv.gz
29531354	 Stroke_Malik_2018	Stroke	GCST006906	EFO_0000712	40,585 European ancestry cases, 406,111 European ancestry controls	446696	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006906/harmonised/29531354-GCST006906-EFO_0000712.h.tsv.gz
29531354	 Stroke_Malik_2018	Ischemic stroke (large artery atherosclerosis)	GCST006907	EFO_0005524	4,373 European ancestry cases, 406,111 European ancestry controls	150765	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006907/harmonised/29531354-GCST006907-EFO_0005524.h.tsv.gz
29531354	 Stroke_Malik_2018	Ischemic stroke	GCST006908	HP_0002140	34,217 European ancestry cases, 406,111 European ancestry controls	440328	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006908/harmonised/29531354-GCST006908-HP_0002140.h.tsv.gz
29531354	 Stroke_Malik_2018	Ischemic stroke (large artery atherosclerosis)	GCST005840	EFO_0005524	4,373 European ancestry cases, 406,111 European ancestry controls, 1,626 East Asian ancestry cases, 28,195 East Asian ancestry controls, 355 South Asian ancestry cases, 6,707 South Asian ancestry controls, 259 African American cases, 15,146 African American controls, 34 Asian ancestry cases, 333 Asian ancestry controls, 41 Latin American cases, 692 Latin American controls	204153	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005840/harmonised/29531354-GCST005840-EFO_0005524.h.tsv.gz
29531354	 Stroke_Malik_2018	Ischemic stroke (small-vessel)	GCST005841	EFO_1001504	5,386 European ancestry cases, 192,662 European ancestry controls, 5,096 East Asian ancestry cases, 28,195 East Asian ancestry controls, 314 South Asian ancestry cases, 6,707 South Asian ancestry controls, 694 African American cases, 15,146 African American controls, 134 Asian ancestry cases, 333 Asian ancestry controls, 86 Latin American cases, 692 Latin American controls	255445	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005841/harmonised/29531354-GCST005841-EFO_1001504.h.tsv.gz
29531354	 Stroke_Malik_2018	Ischemic stroke (cardioembolic)	GCST005842	EFO_1001976	7,193 European ancestry cases, 406,111 European ancestry controls, 847 East Asian ancestry cases, 28,195 East Asian ancestry controls, 422 South Asian ancestry cases, 6,707 South Asian ancestry controls, 414 African American cases, 15,146 African American controls, 31 Asian ancestry cases, 333 Asian ancestry controls, 99 Latin American cases, 692 Latin American controls	264649	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005842/harmonised/29531354-GCST005842-EFO_1001976.h.tsv.gz
29531354	 Stroke_Malik_2018	Ischemic stroke	GCST005843	HP_0002140	34,217 European ancestry cases, 406,111 European ancestry controls, 17,369 East Asian ancestry cases, 28,195 East Asian ancestry controls, 2,437 South Asian ancestry cases, 6,707 South Asian ancestry controls, 5,541 African American cases, 15,146 African American controls, 222 Asian ancestry cases, 333 Asian ancestry controls, 555 Latin American cases, 692 Latin American controls	517525	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005843/harmonised/29531354-GCST005843-HP_0002140.h.tsv.gz
29531354	 Stroke_Malik_2018	Ischemic stroke (small-vessel)	GCST006909	EFO_1001504	5,386 European ancestry cases, 192,662 European ancestry controls	198048	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006909/harmonised/29531354-GCST006909-EFO_1001504.h.tsv.gz
29531354	 Stroke_Malik_2018	Ischemic stroke (cardioembolic)	GCST006910	EFO_1001976	7,193 European ancestry cases, 406,111 European ancestry controls	211763	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006910/harmonised/29531354-GCST006910-EFO_1001976.h.tsv.gz
29059683	 Breast-Cancer_Michailidou_2017	Breast cancer	GCST004988	EFO_0000305	76,192 European ancestry cases, 63,082 European ancestry controls	139274	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST004001-GCST005000/GCST004988/harmonised/29059683-GCST004988-EFO_0000305.h.tsv.gz
25751625	 Breast-Cancer_Michailidou_2015	Breast cancer	GCST007236	EFO_0000305	46,785 European ancestry cases, 42,892 European ancestry controls	89677	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST007001-GCST008000/GCST007236/harmonised/25751625-GCST007236-EFO_0000305.h.tsv.gz
23000144	 Biliary-Liver-Cirrhosis_Nakamura_2012	Primary biliary cholangitis	GCST001685	EFO_0004267	487 Japanese ancestry cases, 476 Japanese ancestry controls	963	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST001001-GCST002000/GCST001685/harmonised/23000144-GCST001685-EFO_0004267.h.tsv.gz
29566793	 Amyotrophic-Lateral-Sclerosis_Nicolas_2018 	Amyotrophic lateral sclerosis	GCST005647	MONDO_0004976	20,806 European ancestry cases, 59,804 European ancestry controls	80610	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005647/harmonised/29566793-GCST005647-EFO_0000253.h.tsv.gz
28613276	 Heart-Rate-Variability_Noite_2017	Heart rate variability traits (SDNN)	GCST004734	EFO_0008003	27,850 European ancestry individuals	27850	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST004001-GCST005000/GCST004734/harmonised/28613276-GCST004734-EFO_0008003.h.tsv.gz
28613276	 Heart-Rate-Variability_Noite_2017	Heart rate variability traits (RMSSD)	GCST004733	EFO_0008003	26,523 European ancestry individuals	26523	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST004001-GCST005000/GCST004733/harmonised/28613276-GCST004733-EFO_0008003.h.tsv.gz
28613276	 Heart-Rate-Variability_Noite_2017	Heart rate variability traits (pvRSA/HF)	GCST004732	EFO_0008003	24,088 European ancestry individuals	24088	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST004001-GCST005000/GCST004732/harmonised/28613276-GCST004732-EFO_0008003.h.tsv.gz
30206230	 Interleukin-1-Beta_Offenbacher_2018	High IL-1beta levels in gingival crevicular fluid	GCST007542	EFO_0004812	4,910 European American individuals	4910	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST007001-GCST008000/GCST007542/harmonised/30206230-GCST007542-EFO_0004812.h.tsv.gz
26962152	 Periodontal-Disease_Offenbacher_2016	Periodontal disease-related phenotype (Socransky)	GCST003484	EFO_0007780	394 European American individuals with periodontal health, 389 European American individuals with mild-moderate periodontitis, 192 European American individuals with severe periodontitis	975	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003484/harmonised/26962152-GCST003484-EFO_0007780.h.tsv.gz
26962152	 Periodontal-Disease_Offenbacher_2016	Periodontal disease related phenotype (PCT2)	GCST008439	EFO_0007780	394 European American individuals with periodontal health, 389 European American individuals with mild-moderate periodontitis, 192 European American individuals with severe periodontitis	975	True	
26962152	 Periodontal-Disease_Offenbacher_2016	Periodontal disease related phenotype (PCT3)	GCST008440	EFO_0007780	394 European American individuals with periodontal health, 389 European American individuals with mild-moderate periodontitis, 192 European American individuals with severe periodontitis	975	True	
26962152	 Periodontal-Disease_Offenbacher_2016	Periodontal disease related phenotype (PCT4)	GCST008441	EFO_0007780	394 European American individuals with periodontal health, 389 European American individuals with mild-moderate periodontitis, 192 European American individuals with severe periodontitis	975	True	
26962152	 Periodontal-Disease_Offenbacher_2016	Periodontal disease related phenotype (PCT5)	GCST008442	EFO_0007780	394 European American individuals with periodontal health, 389 European American individuals with mild-moderate periodontitis, 192 European American individuals with severe periodontitis	975	True	
26962152	 Periodontal-Disease_Offenbacher_2016	Periodontal disease related phenotype (PCT6)	GCST008443	EFO_0007780	394 European American individuals with periodontal health, 389 European American individuals with mild-moderate periodontitis, 192 European American individuals with severe periodontitis	975	True	
25751624	 Type-1-Diabetes_Onengut-Gumuscu_2015	Type 1 diabetes	GCST005536	MONDO_0005147	6,683 European ancestry cases, 12,173 European ancestry controls, 2,601 European ancestry affected sibling pair families, 69 European ancestry trios	29652	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005536/harmonised/25751624-GCST005536-EFO_0001359.h.tsv.gz
28346442	 Ovarian-Cancer_Phelan_2017	Low-grade serous and serous borderline ovarian cancer	GCST004481	EFO_1001516	2,966 European ancestry cases, 40,941 European ancestry controls	43907	True	
28346442	 Ovarian-Cancer_Phelan_2017	Epithelial ovarian cancer	GCST004462	EFO_0001075	16,924 European ancestry cases, 68,502 European ancestry controls  	85426	True	
28346442	 Ovarian-Cancer_Phelan_2017	Ovarian clear cell cancer	GCST004417	EFO_1000042	1,366 European ancestry cases, 40,941 European ancestry controls  	42307	True	
28346442	 Ovarian-Cancer_Phelan_2017	Endometrioid ovarian cancer	GCST004418	EFO_1001515	2,810 European ancestry cases, 40,941 European ancestry controls    	43751	True	
28346442	 Ovarian-Cancer_Phelan_2017	Mucinous ovarian carcinoma	GCST004419	EFO_0006462	2,566 European ancestry cases, 40,941 European ancestry controls	43507	True	
28346442	 Ovarian-Cancer_Phelan_2017	Serous invasive ovarian cancer	GCST004478	EFO_1001516	14,049 European ancestry cases, 40,941 European ancestry controls  	54990	True	
28346442	 Ovarian-Cancer_Phelan_2017	High-grade serous ovarian cancer	GCST004480	EFO_1001516	13,037 European ancestry cases, 40,941 European ancestry controls  	53978	True	
28346442	 Ovarian-Cancer_Phelan_2017	Low-grade serous ovarian cancer	GCST004461	EFO_1001516	1,012 European ancestry cases, 40,941 European ancestry controls  	41953	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST004001-GCST005000/GCST004461/harmonised/28346442-GCST004461-EFO_1001516.h.tsv.gz
28346442	 Ovarian-Cancer_Phelan_2017	Invasive epithelial ovarian cancer	GCST004415	EFO_0001075	22,406 European ancestry cases, 40,941 European ancestry controls  	63347	True	
26651848	 Sarcoidosis_Rivera_2016	Sarcoidosis (non-Lofgren's syndrome)	GCST005543	Orphanet_797	568 Swedish ancestry cases, 2,025 Swedish ancestry controls	2593	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005543/harmonised/26651848-GCST005543-Orphanet_797.h.tsv.gz
26651848	 Sarcoidosis_Rivera_2016	Sarcoidosis (Lofgren's syndrome)	GCST005540	EFO_0009466	345 Swedish ancestry cases, 2,025 Swedish ancestry controls	2370	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005540/harmonised/26651848-GCST005540-EFO_0009466.h.tsv.gz
21833088	 Multiple-Sclerosis_Sawcer_2011	Multiple sclerosis	GCST001198	MONDO_0005301	9,772 European ancestry cases, 16,849 European ancestry controls	26621	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST001001-GCST002000/GCST001198/harmonised/21833088-GCST001198-EFO_0003885.h.tsv.gz
17463246	 Type-2-Diabetes_Saxena_2007	Type 2 diabetes	GCST000028	MONDO_0005148	1,464 European ancestry cases, 1,467 European ancestry controls	2931	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST000001-GCST001000/GCST000028/harmonised/17463246-GCST000028-EFO_0001360.h.tsv.gz
30053915	 Humoral-Immune-Response_Scepanovic_2018	Anti-cytomegalovirus IgG seropositivity	GCST006331	EFO_0007037	347 Metropolitan French ancestry cases, 653 Metropolitan French ancestry controls	1000	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006331/harmonised/30053915-GCST006331-EFO_0007037.h.tsv.gz
30053915	 Humoral-Immune-Response_Scepanovic_2018	Anti-Epstein-Barr virus nuclear antigen (EBNA) IgG seropositivity	GCST006332	EFO_0009271	914 Metropolitan French ancestry cases, 86 Metropolitan French ancestry controls	1000	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006332/harmonised/30053915-GCST006332-EFO_0009271.h.tsv.gz
30053915	 Humoral-Immune-Response_Scepanovic_2018	Anti-Epstein-Barr virus viral capsid antigen (VCA) IgG seropositivity	GCST006333	EFO_0009272	956 Metropolitan French ancestry cases, 44 Metropolitan French ancestry controls	1000	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006333/harmonised/30053915-GCST006333-EFO_0009272.h.tsv.gz
30053915	 Humoral-Immune-Response_Scepanovic_2018	Anti-Epstein-Barr virus early antigen (EA) IgG seropositivity	GCST006330	EFO_0009338	91 Metropolitan French ancestry cases, 909 Metropolitan French ancestry controls	1000	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006330/harmonised/30053915-GCST006330-EFO_0009338.h.tsv.gz
30053915	 Humoral-Immune-Response_Scepanovic_2018	Anti-herpes simplex virus 1 IgG seropositivity	GCST006334	EFO_0007050	645 Metropolitan French ancestry cases, 355 Metropolitan French ancestry controls	1000	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006334/harmonised/30053915-GCST006334-EFO_0007050.h.tsv.gz
30053915	 Humoral-Immune-Response_Scepanovic_2018	Anti-herpes simplex virus 2 IgG seropositivity	GCST006335	EFO_0009339	208 Metropolitan French ancestry cases, 792 Metropolitan French ancestry controls	1000	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006335/harmonised/30053915-GCST006335-EFO_0009339.h.tsv.gz
30053915	 Humoral-Immune-Response_Scepanovic_2018	Anti-varicella zoster virus IgG seropositivity	GCST006336	EFO_0009340	931 Metropolitan French ancestry cases, 69 Metropolitan French ancestry controls	1000	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006336/harmonised/30053915-GCST006336-EFO_0009340.h.tsv.gz
30053915	 Humoral-Immune-Response_Scepanovic_2018	Anti-helicobacter pylori IgG seropositivity	GCST006337	EFO_0009341	175 Metropolitan French ancestry cases, 825 Metropolitan French ancestry controls	1000	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006337/harmonised/30053915-GCST006337-EFO_0009341.h.tsv.gz
30053915	 Humoral-Immune-Response_Scepanovic_2018	Anti-Toxoplasma gondii IgG seropositivity	GCST006338	EFO_0007047	559 Metropolitan French ancestry cases, 441 Metropolitan French ancestry controls	1000	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006338/harmonised/30053915-GCST006338-EFO_0007047.h.tsv.gz
30053915	 Humoral-Immune-Response_Scepanovic_2018	Anti-influenza A virus IgG seropositivity	GCST006339	EFO_0007038	777 Metropolitan French ancestry cases, 223 Metropolitan French ancestry controls	1000	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006339/harmonised/30053915-GCST006339-EFO_0007038.h.tsv.gz
30053915	 Humoral-Immune-Response_Scepanovic_2018	Anti-measles virus IgG seropositivity	GCST006340	EFO_0009342	885 Metropolitan French ancestry cases, 115 Metropolitan French ancestry controls	1000	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006340/harmonised/30053915-GCST006340-EFO_0009342.h.tsv.gz
30053915	 Humoral-Immune-Response_Scepanovic_2018	Anti-mumps virus IgG seropositivity	GCST006341	EFO_0009343	912 Metropolitan French ancestry cases, 88 Metropolitan French ancestry controls	1000	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006341/harmonised/30053915-GCST006341-EFO_0009343.h.tsv.gz
30053915	 Humoral-Immune-Response_Scepanovic_2018	Anti-rubella virus IgG seropositivity	GCST006342	EFO_0009344	935 Metropolitan French ancestry cases, 65 Metropolitan French ancestry controls	1000	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006342/harmonised/30053915-GCST006342-EFO_0009344.h.tsv.gz
30053915	 Humoral-Immune-Response_Scepanovic_2018	Anti-hepatitis B virus surface antigen (HBs) IgG seropositivity	GCST006356	EFO_0009345	508 Metropolitan French ancestry cases, 492 Metropolitan French ancestry controls	1000	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006356/harmonised/30053915-GCST006356-EFO_0009345.h.tsv.gz
30053915	 Humoral-Immune-Response_Scepanovic_2018	Anti-hepatitis B virus core antigen (HBc) IgG seropositivity	GCST006343	EFO_0009346	15 Metropolitan French ancestry cases, 985 Metropolitan French ancestry controls	1000	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006343/harmonised/30053915-GCST006343-EFO_0009346.h.tsv.gz
30053915	 Humoral-Immune-Response_Scepanovic_2018	IgG levels	GCST006357	EFO_0004565	1000 Metropolitan French ancestry individuals	1000	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006357/harmonised/30053915-GCST006357-EFO_0004565.h.tsv.gz
30053915	 Humoral-Immune-Response_Scepanovic_2018	IgM levels	GCST006359	EFO_0004993	1000 Metropolitan French ancestry individuals	1000	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006359/harmonised/30053915-GCST006359-EFO_0004993.h.tsv.gz
30053915	 Humoral-Immune-Response_Scepanovic_2018	IgA levels	GCST006360	EFO_0004912	1000 Metropolitan French ancestry individuals	1000	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006360/harmonised/30053915-GCST006360-EFO_0004912.h.tsv.gz
30053915	 Humoral-Immune-Response_Scepanovic_2018	IgE levels	GCST006358	EFO_0004579	1000 Metropolitan French ancestry individuals	1000	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006358/harmonised/30053915-GCST006358-EFO_0004579.h.tsv.gz
30053915	 Humoral-Immune-Response_Scepanovic_2018	Anti-cytomegalovirus IgG levels	GCST006344	EFO_0009347	347 Metropolitan French ancestry individuals	347	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006344/harmonised/30053915-GCST006344-EFO_0009347.h.tsv.gz
30053915	 Humoral-Immune-Response_Scepanovic_2018	Anti-Epstein-Barr virus nuclear antigen (EBNA) IgG levels	GCST006361	EFO_0007790	914 Metropolitan French ancestry individuals	914	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006361/harmonised/30053915-GCST006361-EFO_0007790.h.tsv.gz
30053915	 Humoral-Immune-Response_Scepanovic_2018	Anti-Epstein-Barr virus viral capsid antigen (VCA) IgG levels	GCST006362	EFO_0009274	956 Metropolitan French ancestry individuals	956	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006362/harmonised/30053915-GCST006362-EFO_0009274.h.tsv.gz
30053915	 Humoral-Immune-Response_Scepanovic_2018	Anti-Epstein-Barr virus early antigen (EA) IgG levels	GCST006345	EFO_0009348	91 Metropolitan French ancestry individuals	91	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006345/harmonised/30053915-GCST006345-EFO_0009348.h.tsv.gz
30053915	 Humoral-Immune-Response_Scepanovic_2018	Anti-herpes simplex virus 1 IgG levels	GCST006346	EFO_0009349	645 Metropolitan French ancestry individuals	645	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006346/harmonised/30053915-GCST006346-EFO_0009349.h.tsv.gz
30053915	 Humoral-Immune-Response_Scepanovic_2018	Anti-herpes simplex virus 2 IgG levels	GCST006347	EFO_0009350	208 Metropolitan French ancestry individuals	208	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006347/harmonised/30053915-GCST006347-EFO_0009350.h.tsv.gz
30053915	 Humoral-Immune-Response_Scepanovic_2018	Anti-varicella zoster virus IgG levels	GCST006348	EFO_0009351	931 Metropolitan French ancestry individuals	931	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006348/harmonised/30053915-GCST006348-EFO_0009351.h.tsv.gz
30053915	 Humoral-Immune-Response_Scepanovic_2018	Anti-helicobacter pylori IgG levels	GCST006363	EFO_0005247	175 Metropolitan French ancestry individuals	175	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006363/harmonised/30053915-GCST006363-EFO_0005247.h.tsv.gz
30053915	 Humoral-Immune-Response_Scepanovic_2018	Anti-Toxoplasma gondii IgG levels	GCST006349	EFO_0009353	559 Metropolitan French ancestry individuals	559	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006349/harmonised/30053915-GCST006349-EFO_0009353.h.tsv.gz
30053915	 Humoral-Immune-Response_Scepanovic_2018	Anti-influenza A virus IgG levels	GCST006350	EFO_0009354	777 Metropolitan French ancestry individuals	777	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006350/harmonised/30053915-GCST006350-EFO_0009354.h.tsv.gz
