PUBMEDID	DISEASE.TRAIT	ACCESSION_ID	N_num	HARMONISED_FILE_URL
33893285	Dermatophytosis	GCST90086065	56637	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90086001-GCST90087000/GCST90086065/harmonised/33893285-GCST90086065-MONDO_0004678.h.tsv.gz
33893285	Dermatophytosis	GCST90086066	56637	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90086001-GCST90087000/GCST90086066/harmonised/33893285-GCST90086066-MONDO_0004678.h.tsv.gz
33893285	Dermatophytosis	GCST90086067	56637	NA
33893285	Type 2 diabetes	GCST90086068	56637	NA
33893285	Type 2 diabetes	GCST90086069	56637	NA
33893285	Type 2 diabetes	GCST90086070	56637	NA
33893285	Dyslipidemia	GCST90086073	56637	NA
33893285	Dyslipidemia	GCST90086074	56637	NA
33893285	Dyslipidemia	GCST90086075	56637	NA
33893285	Dyslipidemia	GCST90086076	56637	NA
33893285	Hemorrhoids	GCST90086078	56637	NA
33893285	Hemorrhoids	GCST90086079	56637	NA
33893285	Hemorrhoids	GCST90086081	56637	NA
33893285	Hemorrhoids	GCST90086082	56637	NA
33893285	Hernia abdominopelvic cavity	GCST90086083	56637	NA
33893285	Hernia abdominopelvic cavity	GCST90086084	56637	NA
33893285	Hernia abdominopelvic cavity	GCST90086085	56637	NA
33893285	Hernia abdominopelvic cavity	GCST90086086	56637	NA
33893285	Irritable bowel syndrome	GCST90086104	56637	NA
33893285	Irritable bowel syndrome	GCST90086106	56637	NA
33893285	Irritable bowel syndrome	GCST90086107	56637	NA
33893285	Age-related macular degeneration	GCST90086110	56637	NA
33893285	Acute reaction to stress	GCST90086138	56637	NA
33893285	Acute reaction to stress	GCST90086139	56637	NA
33893285	Acute reaction to stress	GCST90086140	56637	NA
33893285	Acute reaction to stress	GCST90086141	56637	NA
33893285	Varicose veins	GCST90086143	56637	NA
33893285	Varicose veins	GCST90086145	56637	NA
33893285	Varicose veins	GCST90086146	56637	NA
34684477	body mass index x spinach consumption interaction	GCST90090970	12225	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair10_53)	GCST90131194	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair11_53)	GCST90131195	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair12_53)	GCST90131196	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair13_53)	GCST90131197	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair14_53)	GCST90131198	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair15_53)	GCST90131199	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair16_53)	GCST90131200	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair17_53)	GCST90131201	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair18_53)	GCST90131202	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair19_53)	GCST90131203	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair20_53)	GCST90131204	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair21_53)	GCST90131205	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair22_53)	GCST90131206	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair23_53)	GCST90131207	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair24_53)	GCST90131208	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair25_53)	GCST90131209	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair26_53)	GCST90131210	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair27_53)	GCST90131211	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair28_53)	GCST90131212	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair29_53)	GCST90131213	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair30_53)	GCST90131214	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair31_53)	GCST90131215	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair32_53)	GCST90131216	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair33_53)	GCST90131217	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair34_53)	GCST90131218	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair35_53)	GCST90131219	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair36_53)	GCST90131220	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair37_53)	GCST90131221	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair38_53)	GCST90131222	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair39_53)	GCST90131223	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair40_53)	GCST90131224	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair41_53)	GCST90131225	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair42_53)	GCST90131226	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair43_53)	GCST90131227	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair44_53)	GCST90131228	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair45_53)	GCST90131229	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair46_53)	GCST90131230	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair47_53)	GCST90131231	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair48_53)	GCST90131232	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair49_53)	GCST90131233	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair50_53)	GCST90131234	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair51_53)	GCST90131235	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair52_53)	GCST90131236	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair1_54)	GCST90131237	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair2_54)	GCST90131238	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair3_54)	GCST90131239	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair4_54)	GCST90131240	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair5_54)	GCST90131241	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair6_54)	GCST90131242	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair7_54)	GCST90131243	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair5_55)	GCST90131294	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair6_55)	GCST90131295	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair7_55)	GCST90131296	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair8_55)	GCST90131297	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair9_55)	GCST90131298	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair10_55)	GCST90131299	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair11_55)	GCST90131300	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair12_55)	GCST90131301	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair13_55)	GCST90131302	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair14_55)	GCST90131303	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair15_55)	GCST90131304	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair16_55)	GCST90131305	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair17_55)	GCST90131306	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair18_55)	GCST90131307	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair19_55)	GCST90131308	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair20_55)	GCST90131309	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair21_55)	GCST90131310	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair22_55)	GCST90131311	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair23_55)	GCST90131312	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair24_55)	GCST90131313	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair25_55)	GCST90131314	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair26_55)	GCST90131315	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair27_55)	GCST90131316	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair28_55)	GCST90131317	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair29_55)	GCST90131318	34691	NA
35393594	Brain rsFMRI measurement (amplitude of low frequency fluctations) (Net100_Node6)	GCST90131376	34691	NA
35393594	Brain rsFMRI measurement (amplitude of low frequency fluctations) (Net100_Node8)	GCST90131378	34691	NA
35393594	Brain rsFMRI measurement (amplitude of low frequency fluctations) (Net100_Node9)	GCST90131379	34691	NA
35393594	Brain rsFMRI measurement (amplitude of low frequency fluctations) (Net100_Node14)	GCST90131384	34691	NA
35393594	Brain rsFMRI measurement (amplitude of low frequency fluctations) (Net100_Node16)	GCST90131386	34691	NA
35393594	Brain rsFMRI measurement (amplitude of low frequency fluctations) (Net100_Node20)	GCST90131390	34691	NA
35393594	Brain rsFMRI measurement (amplitude of low frequency fluctations) (Net100_Node23)	GCST90131393	34691	NA
35393594	Brain rsFMRI measurement (amplitude of low frequency fluctations) (Net100_Node50)	GCST90131420	34691	NA
35393594	Brain rsFMRI measurement (amplitude of low frequency fluctations) (Net100_Node52)	GCST90131422	34691	NA
35393594	Brain rsFMRI measurement (amplitude of low frequency fluctations) (Net100_Node53)	GCST90131423	34691	NA
35393594	Brain rsFMRI measurement (amplitude of low frequency fluctations) (Net100_Node54)	GCST90131424	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair40_51)	GCST90131123	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair41_51)	GCST90131124	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair42_51)	GCST90131125	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair43_51)	GCST90131126	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair44_51)	GCST90131127	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair45_51)	GCST90131128	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair46_51)	GCST90131129	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair47_51)	GCST90131130	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair48_51)	GCST90131131	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair49_51)	GCST90131132	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair50_51)	GCST90131133	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair1_52)	GCST90131134	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair2_52)	GCST90131135	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair3_52)	GCST90131136	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair4_52)	GCST90131137	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair5_52)	GCST90131138	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair6_52)	GCST90131139	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair7_52)	GCST90131140	34691	NA
33893285	Allergic rhinitis	GCST90086038	56637	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90086001-GCST90087000/GCST90086038/harmonised/33893285-GCST90086038-EFO_0005854.h.tsv.gz
33893285	Allergic rhinitis	GCST90086039	56637	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90086001-GCST90087000/GCST90086039/harmonised/33893285-GCST90086039-EFO_0005854.h.tsv.gz
33893285	Allergic rhinitis	GCST90086040	56637	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90086001-GCST90087000/GCST90086040/harmonised/33893285-GCST90086040-EFO_0005854.h.tsv.gz
33893285	Allergic rhinitis	GCST90086041	56637	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90086001-GCST90087000/GCST90086041/harmonised/33893285-GCST90086041-EFO_0005854.h.tsv.gz
33893285	Asthma	GCST90086043	56637	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90086001-GCST90087000/GCST90086043/harmonised/33893285-GCST90086043-EFO_0000270.h.tsv.gz
33893285	Asthma	GCST90086044	56637	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90086001-GCST90087000/GCST90086044/harmonised/33893285-GCST90086044-EFO_0000270.h.tsv.gz
33893285	Asthma	GCST90086045	56637	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90086001-GCST90087000/GCST90086045/harmonised/33893285-GCST90086045-EFO_0000270.h.tsv.gz
33893285	Asthma	GCST90086046	56637	NA
33893285	Cancer	GCST90086048	56637	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90086001-GCST90087000/GCST90086048/harmonised/33893285-GCST90086048-EFO_0000311.h.tsv.gz
33893285	Cancer	GCST90086049	56637	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90086001-GCST90087000/GCST90086049/harmonised/33893285-GCST90086049-EFO_0000311.h.tsv.gz
33893285	Cancer	GCST90086050	56637	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90086001-GCST90087000/GCST90086050/harmonised/33893285-GCST90086050-EFO_0000311.h.tsv.gz
33893285	Cancer	GCST90086051	56637	NA
33893285	Cardiovascular disease	GCST90086053	56637	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90086001-GCST90087000/GCST90086053/harmonised/33893285-GCST90086053-EFO_0000319.h.tsv.gz
33893285	Cardiovascular disease	GCST90086054	56637	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90086001-GCST90087000/GCST90086054/harmonised/33893285-GCST90086054-EFO_0000319.h.tsv.gz
33893285	Cardiovascular disease	GCST90086055	56637	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90086001-GCST90087000/GCST90086055/harmonised/33893285-GCST90086055-EFO_0000319.h.tsv.gz
33893285	Major depressive disorder	GCST90086058	56637	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90086001-GCST90087000/GCST90086058/harmonised/33893285-GCST90086058-MONDO_0002009.h.tsv.gz
33893285	Major depressive disorder	GCST90086059	56637	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90086001-GCST90087000/GCST90086059/harmonised/33893285-GCST90086059-MONDO_0002009.h.tsv.gz
33893285	Major depressive disorder	GCST90086061	56637	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90086001-GCST90087000/GCST90086061/harmonised/33893285-GCST90086061-MONDO_0002009.h.tsv.gz
33893285	Osteoarthritis	GCST90086113	56637	NA
33893285	Osteoarthritis	GCST90086114	56637	NA
33893285	Osteoarthritis	GCST90086115	56637	NA
33893285	Osteoarthritis	GCST90086116	56637	NA
33893285	Osteoarthritis	GCST90086117	56637	NA
33893285	Osteoporosis	GCST90086118	56637	NA
33893285	Osteoporosis	GCST90086119	56637	NA
33893285	Osteoporosis	GCST90086120	56637	NA
33893285	Osteoporosis	GCST90086121	56637	NA
33893285	Peptic ulcers	GCST90086123	56637	NA
33893285	Peptic ulcers	GCST90086124	56637	NA
33893285	Peptic ulcers	GCST90086125	56637	NA
33893285	Peptic ulcers	GCST90086126	56637	NA
33893285	Peptic ulcers	GCST90086127	56637	NA
33893285	Neuropsychiatric disorders	GCST90086128	56637	NA
33893285	Neuropsychiatric disorders	GCST90086129	56637	NA
33893285	Neuropsychiatric disorders	GCST90086131	56637	NA
33893285	Peripheral vascular disease	GCST90086133	56637	NA
33893285	Peripheral vascular disease	GCST90086135	56637	NA
33893285	Peripheral vascular disease	GCST90086136	56637	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair9_45)	GCST90130813	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair10_45)	GCST90130814	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair12_45)	GCST90130816	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair13_45)	GCST90130817	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair14_45)	GCST90130818	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair16_45)	GCST90130820	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair17_45)	GCST90130821	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair18_45)	GCST90130822	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair19_45)	GCST90130823	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair20_45)	GCST90130824	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair21_45)	GCST90130825	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair22_45)	GCST90130826	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair23_45)	GCST90130827	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair24_45)	GCST90130828	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair25_45)	GCST90130829	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair26_45)	GCST90130830	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair27_45)	GCST90130831	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair28_45)	GCST90130832	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair29_45)	GCST90130833	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair30_45)	GCST90130834	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair31_45)	GCST90130835	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair32_45)	GCST90130836	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair33_45)	GCST90130837	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair29_35)	GCST90130448	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair30_35)	GCST90130449	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair31_35)	GCST90130450	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair32_35)	GCST90130451	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair33_35)	GCST90130452	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair34_35)	GCST90130453	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair1_36)	GCST90130454	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair2_36)	GCST90130455	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair3_36)	GCST90130456	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair4_36)	GCST90130457	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair5_36)	GCST90130458	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair6_36)	GCST90130459	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair7_36)	GCST90130460	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair8_36)	GCST90130461	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair9_36)	GCST90130462	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair10_36)	GCST90130463	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair11_36)	GCST90130464	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair12_36)	GCST90130465	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair13_36)	GCST90130466	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair14_36)	GCST90130467	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair15_36)	GCST90130468	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair16_36)	GCST90130469	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair17_36)	GCST90130470	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair18_36)	GCST90130471	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair19_36)	GCST90130472	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair25_32)	GCST90130348	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair26_32)	GCST90130349	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair27_32)	GCST90130350	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair28_32)	GCST90130351	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair29_32)	GCST90130352	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair30_32)	GCST90130353	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair31_32)	GCST90130354	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair1_33)	GCST90130355	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair2_33)	GCST90130356	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair3_33)	GCST90130357	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair4_33)	GCST90130358	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair5_33)	GCST90130359	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair6_33)	GCST90130360	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair7_39)	GCST90130568	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair8_39)	GCST90130569	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair9_39)	GCST90130570	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair10_39)	GCST90130571	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair11_39)	GCST90130572	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair12_39)	GCST90130573	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair13_39)	GCST90130574	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair14_39)	GCST90130575	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair15_39)	GCST90130576	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair16_39)	GCST90130577	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair17_39)	GCST90130578	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair18_39)	GCST90130579	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair6_40)	GCST90130605	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair7_40)	GCST90130606	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair8_40)	GCST90130607	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair9_40)	GCST90130608	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair18_21)	GCST90130066	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair19_21)	GCST90130067	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair20_21)	GCST90130068	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair1_22)	GCST90130069	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair2_22)	GCST90130070	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair3_22)	GCST90130071	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair2_37)	GCST90130490	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair3_37)	GCST90130491	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair4_37)	GCST90130492	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair5_37)	GCST90130493	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair6_37)	GCST90130494	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair7_37)	GCST90130495	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair8_37)	GCST90130496	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair9_37)	GCST90130497	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair10_37)	GCST90130498	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair11_37)	GCST90130499	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair12_37)	GCST90130500	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair13_37)	GCST90130501	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair14_37)	GCST90130502	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair15_37)	GCST90130503	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair16_37)	GCST90130504	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair48_50)	GCST90131082	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair49_50)	GCST90131083	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair1_51)	GCST90131084	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair2_51)	GCST90131085	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair3_51)	GCST90131086	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair4_51)	GCST90131087	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair5_51)	GCST90131088	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair6_51)	GCST90131089	34691	NA
35393594	Brain rsFMRI measurement (functional connectivity) (Net100_Pair7_51)	GCST90131090	34691	NA
